"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","参宮橋",4,90000000,"３ＬＤＫ",105,"1973年","ＲＣ","住宅","住宅","２中住専",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",5,31000000,"１Ｋ",25,"","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",8,36000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",8,30000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",3,26000000,"１Ｋ",20,"2014年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",3,32000000,"１Ｋ",20,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",3,17000000,"１Ｒ",20,"1976年","ＳＲＣ","住宅","事務所","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","新宿",3,17000000,"１Ｒ",20,"1976年","ＳＲＣ","住宅","その他","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","南新宿",5,43000000,"１ＬＤＫ",35,"1989年","ＲＣ","","住宅","２中住専",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","南新宿",5,14000000,"１Ｋ",30,"1989年","ＲＣ","住宅","","２中住専",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","南新宿",2,31000000,"１Ｋ",25,"2003年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","代々木",4,27000000,"１Ｋ",20,"2003年","ＲＣ","","住宅","２種住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","代々木",4,80000000,"１ＬＤＫ",50,"2011年","ＲＣ","住宅","住宅","２種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","代々木",13,14000000,"１Ｋ",15,"1995年","ＲＣ","住宅","住宅","２中住専",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代々木","代々木",4,76000000,"２ＬＤＫ",60,"2011年","ＲＣ","住宅","住宅","２種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","成約価格情報","13114","東京都","中野区","上鷺宮","富士見台",3,24000000,"３ＤＫ",55,"1978年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","鷺宮","下井草",10,43000000,"３ＬＤＫ",70,"2000年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","鷺宮","下井草",8,56000000,"３ＬＤＫ",75,"2011年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","鷺宮","下井草",12,14000000,"１Ｋ",25,"2005年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",3,71000000,"２ＬＤＫ",55,"2018年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",6,16000000,"２ＤＫ",40,"1971年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",6,12000000,"２Ｋ",30,"1971年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","","",8800000,"１Ｋ",15,"1989年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",4,13000000,"１Ｒ",20,"","","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","新中野",3,47000000,"３ＬＤＫ",65,"1969年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野(東京)",6,65000000,"２ＬＤＫ",65,"2000年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野(東京)",9,77000000,"３ＬＤＫ",70,"2014年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","","",34000000,"１ＬＤＫ",40,"","","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野(東京)",13,42000000,"２ＬＤＫ",50,"1990年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",5,82000000,"３ＬＤＫ",80,"2011年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中央","中野坂上",6,100000000,"４ＬＤＫ",100,"2000年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",4,14000000,"１Ｋ",25,"1982年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",9,35000000,"２ＤＫ",45,"1986年","ＲＣ","","","１中住専","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野坂上",8,53000000,"１ＬＤＫ＋Ｓ",55,"2000年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",6,49000000,"２ＬＤＫ",65,"1981年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",9,15000000,"１Ｒ",25,"1987年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",3,86000000,"３ＬＤＫ",80,"1972年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",3,52000000,"１ＬＤＫ",55,"1994年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",4,38000000,"２ＬＤＫ",55,"1966年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",4,8000000,"１Ｒ",10,"1978年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","中野","中野(東京)",3,48000000,"１ＬＤＫ",40,"2001年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","沼袋","沼袋",8,11000000,"１Ｋ",25,"1970年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","沼袋","沼袋",2,26000000,"１ＬＤＫ",40,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","沼袋","","",20000000,"１Ｋ",25,"","","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",10,45000000,"１ＬＤＫ＋Ｓ",55,"1974年","ＳＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",2,96000000,"３ＬＤＫ",75,"2012年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",4,25000000,"１ＬＤＫ",45,"1981年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","落合",3,38000000,"２ＬＤＫ",65,"1971年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",1,41000000,"２ＬＤＫ",60,"1969年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",5,57000000,"２ＬＤＫ",55,"2018年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","中野坂上",7,94000000,"４ＬＤＫ",95,"2000年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",1,80000000,"２ＬＤＫ",60,"2015年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",3,80000000,"２ＬＤＫ",70,"2007年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","落合",3,43000000,"１ＬＤＫ",40,"2011年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",3,70000000,"２ＬＤＫ",65,"2015年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",1,70000000,"２ＬＤＫ",55,"2011年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",1,69000000,"２ＬＤＫ",55,"2011年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",5,23000000,"１ＤＫ",35,"1985年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",3,21000000,"１ＬＤＫ",40,"1978年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",3,13000000,"１Ｒ",25,"1970年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",3,57000000,"２ＬＤＫ",60,"2012年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",5,53000000,"３ＬＤＫ",80,"1981年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","東中野",1,93000000,"２ＬＤＫ",65,"2015年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","東中野","落合",1,47000000,"１ＬＤＫ",50,"2000年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","丸山","野方",8,20000000,"２ＤＫ",45,"1971年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","大和町","高円寺",11,43000000,"２ＬＤＫ",55,"1995年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","大和町","高円寺",12,36000000,"１ＬＤＫ",40,"2011年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","新井","沼袋",6,70000000,"３ＬＤＫ",75,"2003年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","新井","新井薬師前",4,76000000,"２ＬＤＫ",70,"2020年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","新井","新井薬師前",5,66000000,"３ＬＤＫ",100,"1984年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","新井","沼袋",2,20000000,"１ＤＫ",30,"1972年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","新井","中野(東京)",14,82000000,"３ＬＤＫ",70,"2019年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","江古田","新江古田",10,63000000,"３ＬＤＫ",75,"2018年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","江古田","沼袋",8,30000000,"１ＤＫ",40,"2005年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","江古田","新江古田",10,55000000,"３ＬＤＫ",70,"2018年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","江古田","新江古田",10,68000000,"３ＬＤＫ",75,"2018年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","上高田","新井薬師前",7,17000000,"２ＤＫ",45,"1982年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","野方","中野(東京)",16,65000000,"３ＬＤＫ",80,"2009年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","野方","中野(東京)",16,61000000,"２ＬＤＫ",80,"2009年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","野方","高円寺",13,40000000,"１ＬＤＫ",45,"2006年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","野方","高円寺",12,32000000,"１ＬＤＫ",45,"1986年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","野方","中野(東京)",16,65000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",8,54000000,"２ＬＤＫ＋Ｓ",70,"1989年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",4,63000000,"３ＬＤＫ",70,"2006年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","新中野",3,14000000,"１ＤＫ",40,"1973年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野新橋",5,53000000,"２ＬＤＫ",60,"2005年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野新橋",4,17000000,"１ＤＫ",35,"1983年","ＲＣ","","","商業","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","新中野",6,58000000,"２ＬＤＫ",55,"2014年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",2,24000000,"２ＤＫ",50,"1979年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",4,50000000,"３ＬＤＫ",65,"1985年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","新中野",5,60000000,"２ＬＤＫ",65,"2002年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","新中野",6,74000000,"３ＬＤＫ",65,"2014年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",4,69000000,"２ＬＤＫ",65,"2007年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",7,24000000,"２ＬＤＫ",50,"1969年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","中野坂上",7,25000000,"３Ｋ",55,"1977年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","本町","","",19000000,"１Ｒ",20,"","","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","江原町","新江古田",2,24000000,"２ＬＤＫ",55,"1965年","ＲＣ","","","","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","白鷺","鷺ノ宮",7,64000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","白鷺","鷺ノ宮",8,25000000,"１ＬＤＫ",50,"2008年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","松が丘","新井薬師前",9,49000000,"３ＬＤＫ",75,"2000年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","松が丘","新井薬師前",10,60000000,"３ＬＤＫ",75,"","","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","中野富士見町",14,45000000,"１ＬＤＫ",45,"2018年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","笹塚",12,69000000,"３ＬＤＫ",70,"2017年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","方南町",8,73000000,"２ＬＤＫ",75,"2011年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","方南町",3,51000000,"３ＬＤＫ",65,"1997年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","笹塚",12,16000000,"１Ｋ",20,"1998年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","南台","中野富士見町",10,44000000,"１ＬＤＫ",55,"2003年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","弥生町","中野富士見町",5,6600000,"１ＤＫ",30,"1970年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13114","東京都","中野区","弥生町","中野富士見町",5,20000000,"１ＬＤＫ",40,"1981年","ＲＣ","","","１中住専","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","弥生町","中野富士見町",5,14000000,"１Ｋ",30,"1970年","ＳＲＣ","","","","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13114","東京都","中野区","若宮","都立家政",2,55000000,"３ＬＤＫ",75,"2001年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","新井薬師前",7,21000000,"",25,"2004年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","新井薬師前",3,76000000,"",65,"2020年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","中野(東京)",10,11000000,"１ＬＤＫ",35,"1996年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","中野(東京)",8,16000000,"１Ｋ",20,"1991年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","中野(東京)",8,40000000,"１Ｋ",25,"2019年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","新井","沼袋",5,19000000,"１ＤＫ",35,"2000年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装","調停・競売等"
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江古田","沼袋",9,30000000,"",15,"2005年","ＲＣ","","住宅","１低住専",60,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江古田","沼袋",10,28000000,"",25,"2018年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江古田","沼袋",9,17000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江古田","沼袋",11,26000000,"２ＤＫ",35,"1984年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江古田","沼袋",8,38000000,"３ＬＤＫ",60,"","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江原町","新江古田",0,57000000,"２ＬＤＫ",60,"2003年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江原町","新江古田",5,23000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江原町","新江古田",5,20000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","江原町","新江古田",10,17000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","上鷺宮","鷺ノ宮",12,20000000,"１Ｋ",20,"2011年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","上高田","新井薬師前",7,65000000,"３ＬＤＫ",80,"2003年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","上高田","落合",6,37000000,"１Ｋ",40,"2005年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","上高田","中井",6,20000000,"１Ｋ",20,"1998年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","鷺宮","鷺ノ宮",5,65000000,"３ＬＤＫ",70,"2011年","ＲＣ","住宅","住宅","１低住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","鷺宮","鷺ノ宮",9,33000000,"１Ｋ",25,"2021年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","鷺宮","都立家政",0,12000000,"１Ｋ",20,"1986年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","鷺宮","都立家政",5,12000000,"１Ｋ",15,"1992年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","鷺宮","都立家政",6,35000000,"２ＬＤＫ",35,"2014年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","白鷺","鷺ノ宮",7,64000000,"３ＬＤＫ",75,"2016年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","白鷺","下井草",8,28000000,"１Ｋ",25,"2019年","ＲＣ","住宅","住宅","１低住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","白鷺","下井草",6,37000000,"３ＬＤＫ",70,"1996年","ＲＣ","住宅","住宅","１低住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","新中野",5,22000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","新中野",0,18000000,"２ＤＫ",45,"1971年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","新中野",7,66000000,"３ＬＤＫ",65,"2004年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","新中野",9,42000000,"２ＬＤＫ",50,"1990年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","中野(東京)",8,65000000,"２ＬＤＫ",55,"2000年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中央","中野坂上",6,82000000,"３ＬＤＫ",75,"2011年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",4,73000000,"３ＬＤＫ",65,"1972年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",4,36000000,"１ＬＤＫ",35,"2001年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",10,28000000,"１ＬＤＫ",40,"1998年","ＲＣ","住宅","","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",5,13000000,"１Ｋ",15,"1984年","ＳＲＣ","その他","その他","商業",80,600,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",6,77000000,"２ＬＤＫ",55,"2017年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",5,50000000,"２ＬＤＫ",55,"1966年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",5,30000000,"２ＬＤＫ",50,"1966年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",10,47000000,"１ＬＤＫ",35,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","改装済み",""
