"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","早宮","平和台(東京)",10,41000000,"３ＬＤＫ",65,"2005年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",3,27000000,"１Ｋ",25,"2006年","ＲＣ","住宅","住宅","１中住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",12,47000000,"３ＬＤＫ",60,"2009年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",13,44000000,"３ＬＤＫ",70,"2003年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",9,9000000,"１Ｋ",15,"1991年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",12,41000000,"３ＬＤＫ",70,"1995年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","大泉学園",11,45000000,"３ＬＤＫ",65,"2007年","ＲＣ","","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","東大泉","石神井公園",15,38000000,"３ＬＤＫ",75,"1991年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","地下鉄赤塚",12,33000000,"３ＬＤＫ",75,"1983年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","光が丘",7,33000000,"２ＬＤＫ",60,"1988年","ＳＲＣ","","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","光が丘",3,35000000,"１ＬＤＫ",50,"","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","光が丘",6,48000000,"４ＬＤＫ",95,"1983年","ＳＲＣ","住宅","住宅","１中住専",50,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","光が丘",6,37000000,"３ＬＤＫ",70,"1983年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","光が丘","光が丘",3,49000000,"３ＬＤＫ",80,"1987年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","氷川台","氷川台",5,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","氷川台","氷川台",11,36000000,"２ＤＫ",50,"1995年","ＲＣ","住宅","","１低住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","富士見台","練馬高野台",8,15000000,"１Ｋ",20,"2007年","ＲＣ","","住宅","１低住専",50,100,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","平和台","平和台(東京)",8,24000000,"１Ｋ",25,"2017年","ＲＣ","住宅","住宅","１低住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","南大泉","保谷",15,33000000,"２ＬＤＫ",55,"1993年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","南田中","井荻",12,53000000,"３ＬＤＫ",70,"2015年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","南田中","井荻",12,52000000,"３ＬＤＫ",70,"2015年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","南田中","練馬高野台",6,16000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","谷原","石神井公園",17,17000000,"１ＤＫ",20,"2007年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","谷原","石神井公園",15,42000000,"",80,"1999年","ＳＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","谷原","練馬高野台",14,20000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","谷原","光が丘",15,46000000,"３ＬＤＫ",60,"2015年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",7,34000000,"２ＬＤＫ",60,"2007年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","北綾瀬",6,48000000,"３ＬＤＫ",75,"2018年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",9,40000000,"３ＬＤＫ",70,"2012年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",9,24000000,"３ＬＤＫ",65,"1981年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",2,9200000,"１Ｒ",30,"1988年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",3,32000000,"３ＬＤＫ",65,"1987年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",7,36000000,"２ＬＤＫ",55,"2007年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",6,30000000,"３ＬＤＫ",70,"1987年","ＲＣ","","","１種住居","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",8,31000000,"３ＬＤＫ",70,"2000年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","綾瀬","綾瀬",3,35000000,"１ＬＤＫ",40,"2017年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","古千谷本町","舎人",11,21000000,"３ＬＤＫ",60,"2008年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","関原","西新井",8,37000000,"４ＬＤＫ",90,"1990年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","関原","西新井",20,28000000,"２ＬＤＫ＋Ｓ",70,"2013年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","関原","西新井",20,30000000,"３ＬＤＫ",70,"2013年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住桜木","北千住",20,14000000,"２ＤＫ",45,"1979年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住仲町","北千住",6,49000000,"２ＬＤＫ",60,"2016年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住仲町","北千住",8,54000000,"３ＬＤＫ",70,"2009年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住仲町","北千住",9,24000000,"２ＤＫ",45,"1992年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住宮元町","北千住",16,16000000,"３ＤＫ",50,"1980年","ＳＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住元町","北千住",19,42000000,"１ＬＤＫ",80,"2014年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","千住元町","北千住",19,40000000,"４ＬＤＫ",85,"2014年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","椿","西新井大師西",14,25000000,"２ＬＤＫ",60,"2009年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","中川","亀有",5,57000000,"３ＬＤＫ",70,"2017年","ＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","中川","亀有",11,31000000,"３ＬＤＫ",75,"2008年","ＳＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","中川","亀有",11,32000000,"３ＬＤＫ",60,"1995年","ＲＣ","","","準工業","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13121","東京都","足立区","保木間","竹ノ塚",20,23000000,"３ＬＤＫ",65,"1997年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","保木間","竹ノ塚",20,26000000,"３ＬＤＫ",65,"1997年","ＲＣ","","","１種住居","","","2021年第3四半期","改装済み",""
"中古マンション等","成約価格情報","13121","東京都","足立区","保木間","竹ノ塚",21,28000000,"３ＬＤＫ",75,"2006年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","保木間","竹ノ塚",15,21000000,"２ＬＤＫ＋Ｓ",65,"1974年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","南花畑","六町",8,35000000,"３ＬＤＫ",70,"2010年","ＲＣ","","","準住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","南花畑","六町",8,33000000,"３ＬＤＫ",70,"2010年","ＲＣ","","","準住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","南花畑","竹ノ塚","",26000000,"３ＬＤＫ",70,"1988年","ＲＣ","","","準住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","南花畑","六町",9,32000000,"２ＬＤＫ",60,"2015年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","谷在家","西新井大師西",4,12000000,"２ＤＫ",50,"1980年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13121","東京都","足立区","梅島","梅島",4,30000000,"１ＬＤＫ",45,"2016年","ＲＣ","","","準工業","","","2021年第3四半期","",""
